student_id,full name,enrollment_date,student_status,avg_score,graduation_year,faculty,source_system
STU000286,Попов Елена Сергеевна  ,2024,graduated,3.41,2030,Физика,LMS
STU001651,Лебедев Ольга Михайлович,2024-05-23,Учится,"3,95",2028,Информатика,1C
STU001170,Лебедев Алексей Павлович,04.11.2020,ВЫПУЩЕН,4.19,2026,Математика,LMS
STU001233,Лебедев Алексей Иванович,04.08.2020,graduated,3.24,2026,Юриспруденция,1C
,Попов Павел Михайлович,2022,ACTIVE,3.31,2027,Экономика,DeanOffice
STU000211,Попов Дмитрий Алексеевна,2023,выпущен,"4,13",2028,Информатика,DeanOffice
STU000592,Кузнецов Виктория Павлович,2022-01-12,выпущен,"4,27",2028,Информатика,LMS
STU000507,Соколов Алексей Дмитриевна,07/08/2021,отчислен,4.18,2025,Юриспруденция,1C
STU002016,Соколов Егор Алексеевна,14.08.2024,выпущен,4.54,2029,Экономика,LMS
STU000326,Козлов Мария Иванович,2022,ACTIVE,4.10,2027,Менеджмент,LMS
STU001904,Попов Алексей Дмитриевна,2022,выпущен,"3,34",2028,История,DeanOffice
STU000775,Иванов Михаил Алексеевна,01/14/2021,graduated,3.28,2026,Лингвистика,LMS
STU000457,Попов Виктория Алексеевна,2023-07-04,ОТЧИСЛЕН,3.78,2028,Лингвистика,DeanOffice
STU001208,Козлов Сергей Михайловна,2024-06-24,обучается,"3,88",2030,Лингвистика,LMS
STU001657,Петров Ольга Алексеевна,05/19/2023,GRADUATED,4.71,2027,Экономика,LMS
STU001334,Смирнов Анна Иванович,2024,выпущен,3.06,2030,История,1C
STU001239,Козлов Татьяна Алексеевич,14.12.2023,отчислен,,2027,Математика,1C
STU002379,Лебедев Иван Сергеевна,2021,graduated,4.29,2026,Математика,LMS
STU001220,Козлов Дмитрий Алексеевич,10.11.2022,ACTIVE,"3,36",2028,Юриспруденция,LMS
STU000768,Лебедев Алина Иванович,2023,graduated,"4,78",2027,Экономика,DeanOffice
STU000404,Смирнов Елена Павлович,01/12/2021,в академе,"4,54",2026,Математика,LMS
STU000806,Козлов Анна Дмитриевич  ,10/20/2024,выпущен,"4,13",2029,Юриспруденция,DeanOffice
STU001046,Петров Татьяна Сергеевич  ,2020-11-25,отчислен,"4,69",2026,История,1C
STU000034,Лебедев Дарья Ивановна,10.05.2023,enrolled,"3,01",2027,Лингвистика,DeanOffice
STU000504,Петров Ольга Ивановна,05/04/2021,ОТЧИСЛЕН,"4,32",2026,Физика,1C
STU000031,Иванов Татьяна Михайловна,06.06.2022,ВЫПУЩЕН,3.67,2027,История,LMS
STU000249,Попов Ольга Михайловна,03/27/2021,enrolled,"4,03",2026,Юриспруденция,LMS
STU000030,Иванов Егор Дмитриевич,06/07/2023,graduated,4.23,2028,Физика,DeanOffice
STU000520,Петров Анна Алексеевна,2022,отчислен,4.46,2028,Математика,DeanOffice
STU001240,Лебедев Анна Дмитриевна,21.04.2021,graduated,4.85,2026,Информатика,DeanOffice
STU002195,Петров Ольга Михайловна,2020,graduated,"3,09",2025,Физика,1C
STU002175,Соколов Мария Михайлович,2021-07-06,выпущен,"3,87",2025,Юриспруденция,DeanOffice
STU002268,Кузнецов Сергей Дмитриевич,2022-04-10,ВЫПУЩЕН,3.46,2026,Лингвистика,LMS
STU000977,Соколов Татьяна Павлович,2021,выпущен,4.83,2026,Экономика,1C
STU001436,Смирнов Ольга Иванович,2023,обучается,"4,27",2029,Информатика,DeanOffice
,Петров Ольга Павловна,2021-08-01,выпущен,"3,92",2027,Математика,LMS
STU001638,Попов Мария Иванович,2024,отчислен,4.13,2029,Экономика,DeanOffice
STU001211,Петров Елена Дмитриевич,2023,выпущен,,2029,Экономика,LMS
STU002151,Петров Иван Михайловна  ,2023,выпущен,3.93,2028,Физика,LMS
STU002260,Козлов Михаил Михайловна,2024-03-09,академ,"4,41",2029,Информатика,LMS
STU000979,Петров Алина Павловна,2022-01-12,обучается,4.23,2027,Лингвистика,DeanOffice
STU001183,Соколов Елена Дмитриевич,09/14/2022,выпущен,"3,41",2028,Математика,LMS
STU002327,Иванов Алексей Михайловна,19.04.2023,GRADUATED,3.39,2027,Математика,DeanOffice
STU001407,Иванов Виктория Сергеевна,2021,graduated,4.00,2026,Лингвистика,LMS
STU000967,Козлов Сергей Михайлович  ,2024-07-11,выпущен,3.99,2029,Физика,1C
STU001378,Попов Павел Павлович,2023,ВЫПУЩЕН,"4,77",2027,Информатика,DeanOffice
STU001544,Лебедев Мария Дмитриевна  ,12.04.2021,suspended,2.84,2026,Лингвистика,LMS
STU002022,Попов Егор Дмитриевич,2024,ВЫПУЩЕН,4.01,2029,Математика,LMS
,Петров Никита Дмитриевна,2021-08-18,выпущен,"3,28",2026,История,1C
STU002117,Кузнецов Никита Павлович,2023-10-21,graduated,"4,22",2027,Физика,1C
STU002303,Смирнов Анна Алексеевич  ,2024-04-02,отчислен,3.37,2030,Физика,LMS
STU000033,Козлов Мария Алексеевич,2022,выпущен,4.64,2027,Физика,LMS
STU001923,Смирнов Виктория Иванович,2022,graduated,"4,00",2028,Математика,1C
STU002007,Лебедев Сергей Дмитриевна  ,2022-02-01,выпущен,4.51,2027,Физика,1C
STU002018,Лебедев Ольга Михайловна,2020,выпущен,3.66,2026,Юриспруденция,LMS
STU001847,Смирнов Дмитрий Михайловна,06/20/2022,graduated,,2028,Математика,DeanOffice
STU002218,Кузнецов Никита Михайловна,2021-08-08,выпущен,"3,25",2026,Юриспруденция,1C
STU000098,Лебедев Михаил Дмитриевна  ,2020-11-20,ACTIVE,"3,98",2025,Математика,LMS
STU001263,Петров Дмитрий Дмитриевич,2022-04-05,отчислен,3.49,2028,Юриспруденция,DeanOffice
,Петров Мария Алексеевна,2023-10-01,выпущен,4.91,2029,Юриспруденция,1C
STU002037,Лебедев Ольга Павловна,2022,выпущен,,2027,Юриспруденция,DeanOffice
,Смирнов Анна Павлович,2024-02-23,ВЫПУЩЕН,"3,45",2030,Лингвистика,1C
STU000635,Лебедев Дарья Сергеевич,22.12.2024,ОТЧИСЛЕН,"4,92",2029,Математика,LMS
STU000782,Кузнецов Виктория Сергеевич,2020-06-12,ВЫПУЩЕН,4.88,2025,Юриспруденция,1C
STU000131,Козлов Дарья Михайлович,2020-12-25,отчислен,3.70,2025,Экономика,LMS
STU000120,Петров Алина Дмитриевич,2020,ACTIVE,4.59,2025,Математика,LMS
STU001138,Попов Татьяна Алексеевна,2021,graduated,"3,08",2025,Юриспруденция,1C
STU000507,Соколов Алексей Дмитриевна,2021,enrolled,3.78,2025,Менеджмент,LMS
STU001427,Смирнов Дмитрий Дмитриевна,01.09.2024,В АКАДЕМЕ,4.09,2029,История,DeanOffice
STU001445,Смирнов Иван Михайлович,2020,ВЫПУЩЕН,"3,26",2024,История,DeanOffice
STU000728,Попов Алексей Дмитриевич,2020,обучается,4.12,2024,Информатика,LMS
STU001436,Смирнов Ольга Иванович,2023,выпущен,4.54,2029,История,1C
STU000293,Петров Анна Павлович,2022-03-25,ВЫПУЩЕН,"3,25",2026,Информатика,DeanOffice
STU001636,Иванов Дмитрий Павловна,2024-10-01,отчислен,"3,25",2028,Информатика,LMS
STU000298,Лебедев Сергей Алексеевна,2023-03-28,выпущен,"3,11",2028,Физика,1C
STU001751,Попов Иван Иванович  ,2020,ВЫПУЩЕН,"3,81",2026,Лингвистика,DeanOffice
,Смирнов Елена Павлович  ,2021,выпущен,4.61,2026,Физика,1C
STU000117,Петров Сергей Ивановна,13.11.2022,graduated,4.73,2028,Лингвистика,LMS
STU000873,Иванов Елена Ивановна,2020,выпущен,"3,92",2024,Менеджмент,DeanOffice
STU000963,Петров Виктория Дмитриевна,23.06.2021,выпущен,2.96,2026,История,LMS
STU001708,Лебедев Иван Дмитриевич,11.10.2023,ВЫПУЩЕН,3.25,2028,Экономика,1C
STU001097,Попов Павел Михайлович,21.01.2022,обучается,"3,54",2027,История,LMS
STU000866,Кузнецов Никита Павловна,12/03/2020,выпущен,4.42,2025,Менеджмент,LMS
STU002120,Попов Ольга Павлович,2024-05-24,выпущен,3.60,2028,Экономика,LMS
STU000018,Соколов Сергей Дмитриевич,26.09.2020,graduated,4.48,2025,Лингвистика,1C
STU000588,Козлов Сергей Ивановна,2021-01-16,ОТЧИСЛЕН,,2026,Юриспруденция,LMS
STU001062,Петров Никита Дмитриевич  ,20.09.2021,выпущен,3.42,2027,Физика,DeanOffice
STU001454,Петров Егор Иванович,2020,выпущен,4.53,2024,Лингвистика,1C
STU001245,Соколов Сергей Дмитриевна,04.05.2020,отчислен,3.96,2026,Экономика,1C
STU001159,Козлов Анна Дмитриевна,2023,выпущен,4.72,2029,Физика,DeanOffice
STU000947,Смирнов Дмитрий Алексеевна,2020-08-22,выпущен,4.62,2024,Физика,LMS
STU001507,Петров Дарья Алексеевна,2021,выпущен,4.05,2025,Информатика,1C
STU000930,Иванов Сергей Михайловна  ,2023-07-27,АКАДЕМ,3.77,2027,Экономика,LMS
STU000325,Кузнецов Михаил Дмитриевич,14.05.2021,SUSPENDED,"3,65",2025,Математика,1C
,Лебедев Елена Алексеевич,2021,GRADUATED,"3,34",2026,Лингвистика,1C
STU000351,Соколов Сергей Павловна,23.11.2020,в академе,3.31,2024,Математика,1C
STU002268,Кузнецов Сергей Дмитриевич,2022,в академе,"3,21",2026,Экономика,LMS
STU001400,Попов Сергей Алексеевич,2022-10-20,отчислен,3.40,2027,Экономика,LMS
STU000890,Козлов Алина Сергеевич,07.02.2021,отчислен,4.42,2027,Юриспруденция,LMS
STU000246,Лебедев Елена Сергеевна,2024,выпущен,3.12,2028,Экономика,1C
STU000131,Козлов Дарья Михайлович,03.06.2020,graduated,3.68,2025,Математика,1C
STU001795,Иванов Елена Иванович,15.10.2020,отчислен,4.08,2024,История,DeanOffice
