UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
STU000918,Кузнецов Анна Дмитриевич,17.02.2029,обучается,"4,28",2034,Экономика,no,
STU001659,Лебедев Егор Михайлович,10/28/2029,graduated,4.62,2033,История,yes,manual_fix
STU002292,Смирнов Егор Алексеевич,07/06/2027,обучается,3.88,2033,История,no,manual_fix
STU002232,Попов Михаил Дмитриевна,05/20/2025,обучается,"3,22",2030,Юриспруденция,no,reimport
STU002083,Петров Виктория Михайловна,2029-05-03,обучается,"4,37",2034,История,no,
STU000320,Попов Анна Сергеевна,19.04.2030,в академе,5.00,2034,Лингвистика,yes,manual_fix
STU002276,Иванов Павел Иванович,07/24/2027,выпущен,3.98,2032,Юриспруденция,yes,manual_fix
STU001517,Иванов Дарья Михайлович,2028,в академе,4.15,2032,Информатика,yes,manual_fix
STU002271,Попов Сергей Сергеевна,11/12/2025,отчислен,4.90,2031,Информатика,yes,manual_fix
STU001777,Лебедев Дмитрий Михайловна,2027-04-25,ACTIVE,"4,17",2031,Лингвистика,no,reimport
STU001082,Иванов Егор Алексеевич,12/23/2029,выпущен,"3,80",2033,Физика,yes,
STU001304,Соколов Сергей Алексеевич,2025-06-16,Учится,3.13,2029,Юриспруденция,yes,
,Иванов Виктория Дмитриевич,2026-05-02,обучается,3.34,2031,История,yes,
STU001083,Иванов Сергей Дмитриевич,2026-09-09,академ,4.06,2032,Менеджмент,no,reimport
STU001810,Петров Ольга Дмитриевна,03.07.2029,обучается,4.40,2034,Экономика,no,reimport
STU000676,Петров Павел Дмитриевич,2029-07-12,Учится,4.72,2034,Физика,no,manual_fix
STU001357,Лебедев Сергей Иванович,2030-08-07,обучается,3.19,2034,Физика,yes,
STU000070,Петров Ольга Алексеевна,26.01.2028,обучается,4.53,2033,Юриспруденция,yes,manual_fix
 STU000288 ,Смирнов Егор Алексеевич,25.12.2030,Учится,4.37,2034,Информатика,yes,manual_fix
STU000647,Козлов Елена Павлович,25.10.2030,обучается,4.18,2034,История,no,
STU002300,Смирнов Татьяна Михайлович,04/02/2028,обучается,"4,59",2033,Лингвистика,no,
STU001609,Кузнецов Павел Павловна,10/18/2029,выпущен,"3,64",2034,Экономика,no,manual_fix
STU001149,Лебедев Михаил Алексеевич,10/14/2028,академ,,2033,Математика,no,
STU002092,Лебедев Анна Алексеевна,24.04.2027,enrolled,"4,40",2033,Физика,no,manual_fix
STU002128,Петров Алина Михайлович,2025,обучается,,2030,Информатика,yes,
STU000475,Попов Сергей Сергеевич,2025,выпущен,"4,06",2029,Физика,yes,
,Петров Сергей Ивановна,17.01.2026,ACTIVE,"3,09",2031,Математика,no,
STU001640,Козлов Михаил Михайлович,2028-04-23,обучается,,2032,Информатика,yes,reimport
STU000577,Иванов Мария Алексеевна,2026,ACTIVE,"4,50",2030,История,yes,manual_fix
STU000679,Иванов Елена Сергеевич,03/23/2028,в академе,"4,43",2032,Физика,yes,
,Иванов Анна Сергеевич,26.11.2029,академ,"4,24",2034,История,no,reimport
STU002282,Петров Алексей Михайловна,2030,академ,"3,52",2034,Экономика,no,
STU000626,Иванов Татьяна Михайлович,2027,выпущен,3.16,2033,История,no,reimport
STU000376,Козлов Мария Алексеевна,2028,обучается,4.30,2034,Менеджмент,no,
STU000616,Соколов Виктория Алексеевна,2030-11-03,в академе,4.70,2034,Юриспруденция,yes,manual_fix
STU001920,Кузнецов Виктория Михайловна,16.06.2028,обучается,"3,38",2033,Физика,no,reimport
STU002196,Петров Дмитрий Сергеевна,2029-10-21,обучается,"5,00",2034,Менеджмент,yes,manual_fix
,Козлов Павел Ивановна,09/23/2027,обучается,4.07,2033,Юриспруденция,no,reimport
STU000295,Кузнецов Иван Ивановна,2025-01-25,отчислен,3.85,2029,Физика,no,
STU000722,Смирнов Дмитрий Ивановна,03.03.2028,Учится,"3,81",2033,Юриспруденция,yes,
STU001706,Попов Михаил Ивановна,2029-11-13,выпущен,"3,39",2033,Физика,yes,manual_fix
STU002325,Смирнов Елена Алексеевна,21.05.2025,ACTIVE,"3,02",2031,Менеджмент,yes,reimport
STU000494,Попов Елена Михайловна,2029-12-24,академ,4.05,2034,Физика,no,
STU001338,Лебедев Иван Ивановна,2027,выпущен,,2033,Математика,no,reimport
 STU001152 ,Козлов Иван Дмитриевич,2028,обучается,3.03,2032,Экономика,yes,
STU001681,Соколов Анна Павловна,26.09.2025,обучается,3.05,2030,Информатика,no,reimport
,Козлов Иван Михайлович,22.11.2028,обучается,"4,48",2034,Юриспруденция,no,
STU002059,Козлов Никита Михайлович,09/20/2029,обучается,,2033,Экономика,yes,
STU000844,Соколов Дмитрий Дмитриевич,05/01/2027,отчислен,"4,24",2031,Математика,yes,manual_fix
STU001049,Кузнецов Егор Дмитриевна,2026,обучается,4.42,2031,Математика,yes,
STU000133,Соколов Виктория Дмитриевич,08/08/2025,выпущен,"3,43",2029,Математика,yes,reimport
 STU002264 ,Иванов Павел Иванович,2027,обучается,4.57,2033,Информатика,yes,reimport
STU001828,Лебедев Дмитрий Михайлович,01.05.2028,Учится,"4,74",2033,Информатика,yes,
STU000212,Попов Михаил Михайлович,2030,обучается,3.11,2034,Информатика,no,
STU000212,Попов Михаил Михайлович,2030,обучается,3.24,2034,Менеджмент,no,
STU001320,Кузнецов Дмитрий Алексеевич,2029-08-10,Учится,3.39,2033,Юриспруденция,yes,manual_fix
STU000797,Попов Алина Сергеевич,03/13/2026,выпущен,3.75,2030,Юриспруденция,yes,
STU002186,Смирнов Михаил Михайловна,24.05.2028,Учится,"4,53",2033,Юриспруденция,no,manual_fix
STU001309,Козлов Татьяна Сергеевич,2029,академ,"3,33",2034,Физика,no,
STU000640,Попов Татьяна Дмитриевна,2026,обучается,"3,65",2031,Юриспруденция,no,reimport
STU001338,Лебедев Иван Ивановна,2027-09-15,ACTIVE,"3,72",2033,Экономика,yes,reimport
STU002227,Иванов Дмитрий Дмитриевич,04.06.2026,graduated,"4,15",2032,Менеджмент,no,
STU000181,Иванов Никита Павлович,2029-12-09,отчислен,"4,40",2034,Юриспруденция,no,manual_fix
STU000994,Соколов Михаил Павлович,2026-05-12,обучается,4.07,2030,Физика,no,
STU002301,Иванов Никита Дмитриевна,10/26/2029,ACTIVE,4.87,2034,Менеджмент,no,manual_fix
 STU001322 ,Попов Мария Павловна,25.09.2026,отчислен,3.03,2031,Информатика,no,
STU001017,Смирнов Анна Михайлович,28.05.2028,Учится,3.64,2034,Физика,no,reimport
STU000138,Иванов Сергей Дмитриевна,2027,обучается,2.92,2031,Информатика,no,manual_fix
STU001506,Иванов Мария Иванович,21.08.2029,обучается,3.53,2034,Информатика,no,reimport
STU001175,Козлов Алексей Дмитриевна,2027-12-10,в академе,4.27,2032,Физика,yes,manual_fix
STU002279,Соколов Дмитрий Иванович,2025,обучается,3.48,2031,Информатика,no,
STU000494,Попов Елена Михайловна,11/20/2029,Учится,4.25,2034,Юриспруденция,yes,reimport
 STU001613 ,Кузнецов Михаил Алексеевна,12/13/2027,в академе,"4,30",2033,Информатика,no,
STU001319,Попов Павел Алексеевна,2029-08-09,обучается,"3,62",2034,Математика,yes,reimport
STU001758,Смирнов Мария Алексеевич,04/13/2030,отчислен,"3,39",2034,Юриспруденция,yes,manual_fix
STU001597,Лебедев Анна Алексеевна,2028,обучается,3.13,2032,Физика,no,
STU000517,Петров Алина Алексеевич,12.02.2028,обучается,4.10,2032,Экономика,yes,reimport
STU000706,Лебедев Иван Алексеевна,14.05.2028,обучается,3.91,2033,Физика,no,
STU000844,Соколов Дмитрий Дмитриевич,2027-06-09,обучается,4.30,2031,Физика,no,reimport
STU002176,Попов Павел Сергеевич,2027,обучается,3.83,2033,Математика,no,reimport
STU001896,Соколов Виктория Дмитриевна,25.03.2029,Учится,3.87,2033,Менеджмент,yes,
STU001296,Соколов Анна Михайловна,24.08.2025,suspended,,2030,Экономика,no,
STU000280,Смирнов Павел Алексеевич,2026-08-21,выпущен,"3,48",2032,Юриспруденция,no,
STU002148,Козлов Алексей Иванович,2026,отчислен,"3,49",2032,Экономика,no,reimport
