ID студента,ФИО,Год поступления,Статус,Средний балл,Год выпуска,Город,Комментарий
STU001242,Кузнецов Дарья Дмитриевна,2020-11-05,в академе,4.13,2024,Томск,
STU001893,Смирнов Михаил Сергеевна,05/23/2018,graduated,3.93,2022,Москва,повтор
STU001027,Козлов Алексей Павловна,07/18/2019,выпущен,"4,53",2025,Москва,
STU000051,Попов Татьяна Дмитриевич,03.08.2017,отчислен,3.97,2023,Екатеринбург,перевод
STU000725,Козлов Ольга Алексеевна,16.09.2019,отчислен,"3,94",2025,Томск,перевод
STU000045,Петров Сергей Сергеевич,2020-07-21,выпущен,4.47,2025,Казань,перевод
STU000879,Иванов Сергей Сергеевич,2017-07-26,отчислен,4.79,2023,Новосибирск,повтор
STU000430,Иванов Мария Дмитриевна,10/16/2016,выпущен,5.00,2020,Томск,академ отпуск
STU000269,Смирнов Михаил Павловна,07.01.2019,выпущен,2.91,2024,Екатеринбург,академ отпуск
STU000447,Попов Мария Павловна,2020-02-04,обучается,3.89,2026,Екатеринбург,
STU001245,Соколов Сергей Дмитриевна,01/05/2020,Учится,4.28,2026,Москва,повтор
STU000481,Кузнецов Анна Дмитриевич,27.08.2019,академ,4.57,2025,Казань,
STU002004,Кузнецов Дмитрий Павловна,01/25/2017,выпущен,4.07,2023,Казань,
STU002122,Кузнецов Анна Алексеевна,04.02.2020,выпущен,"4,72",2025,Новосибирск,перевод
STU000271,Попов Иван Сергеевна,02.09.2016,graduated,4.75,2020,СПб,перевод
STU000247,Смирнов Егор Сергеевич,01.01.2016,выпущен,3.86,2022,СПб,
STU000997,Козлов Алексей Дмитриевна,2019-01-17,выпущен,4.53,2023,СПб,перевод
STU000553,Кузнецов Ольга Алексеевич,2020-09-18,выпущен,3.94,2024,Новосибирск,
STU000052,Кузнецов Елена Алексеевна,09/01/2018,обучается,3.72,2023,Казань,
STU002071,Лебедев Мария Михайлович,08/05/2018,suspended,"4,78",2024,Екатеринбург,
STU000437,Козлов Елена Михайловна,2019,в академе,3.62,2025,Томск,
STU002143,Лебедев Мария Сергеевна,2020,выпущен,3.38,2025,СПб,повтор
STU000180,Соколов Михаил Павловна,07/24/2016,обучается,,2020,Москва,
STU002398,Соколов Павел Михайлович,2016,enrolled,3.36,2020,Екатеринбург,
STU001295,Петров Дарья Павлович,2020-06-02,выпущен,4.04,2025,Москва,
STU001917,Иванов Дмитрий Михайловна,12/23/2020,graduated,"4,45",2026,Новосибирск,повтор
STU000190,Смирнов Виктория Павловна,2017-01-18,выпущен,3.45,2022,Екатеринбург,перевод
STU000574,Соколов Михаил Павловна,02/08/2017,выпущен,4.50,2021,Казань,академ отпуск
STU001803,Петров Виктория Ивановна,2017-02-07,выпущен,"4,50",2023,Москва,
STU001495,Иванов Анна Павлович,08.01.2018,выпущен,3.60,2022,Казань,
STU000190,Смирнов Виктория Павловна,26.01.2017,graduated,,2022,Москва,
STU000068,Кузнецов Павел Ивановна,25.05.2019,отчислен,4.11,2023,Казань,повтор
STU002372,Попов Алексей Павловна,05.06.2019,suspended,"3,63",2023,СПб,
,Соколов Елена Павлович,03/12/2019,академ,,2024,Новосибирск,академ отпуск
STU002265,Смирнов Егор Сергеевна,2017,выпущен,4.08,2023,Москва,повтор
STU000313,Попов Ольга Ивановна,2017-12-05,в академе,5.00,2021,Москва,перевод
STU002064,Петров Дмитрий Дмитриевич,19.03.2019,обучается,2.88,2024,Новосибирск,
STU002174,Кузнецов Михаил Сергеевна,2019-08-10,выпущен,4.65,2025,Казань,
STU000593,Лебедев Сергей Дмитриевич,07/20/2020,выпущен,3.16,2026,Москва,
STU001914,Попов Ольга Иванович,2018-04-09,выпущен,4.79,2023,СПб,
STU001100,Смирнов Алексей Алексеевна,2017-01-02,выпущен,3.89,2021,Москва,академ отпуск
STU000634,Лебедев Дмитрий Дмитриевич,2017,в академе,3.59,2023,СПб,академ отпуск
STU001147,Петров Иван Павловна,03.01.2019,suspended,"3,64",2024,Томск,
STU001813,Лебедев Алина Ивановна,24.05.2020,выпущен,"4,68",2026,Екатеринбург,академ отпуск
STU000716,Иванов Виктория Иванович,06.04.2018,отчислен,"4,54",2022,СПб,
STU002254,Попов Анна Сергеевич,21.01.2017,выпущен,"3,02",2023,Новосибирск,
STU000660,Козлов Алексей Павловна,21.08.2020,выпущен,"3,34",2024,СПб,
STU000025,Козлов Иван Дмитриевич,2018-09-20,выпущен,"4,21",2023,Казань,повтор
STU002354,Лебедев Елена Сергеевна,2019,отчислен,3.33,2025,СПб,академ отпуск
STU001988,Козлов Елена Сергеевна,09/18/2017,выпущен,"3,66",2021,Москва,повтор
STU001337,Козлов Ольга Павлович,05/01/2018,обучается,"3,08",2022,Казань,
STU001548,Иванов Ольга Алексеевич,02.07.2018,выпущен,"3,69",2022,Томск,академ отпуск
STU000244,Попов Алина Ивановна,01/05/2017,выпущен,"4,23",2022,Томск,
STU001359,Кузнецов Алина Ивановна,09/01/2020,выпущен,"5,00",2025,Екатеринбург,
STU001021,Лебедев Елена Сергеевна,12.06.2020,suspended,3.19,2026,Томск,повтор
STU001037,Петров Елена Михайловна,02.02.2017,выпущен,"3,74",2023,Новосибирск,
STU001619,Попов Дарья Алексеевич,06/06/2018,выпущен,3.50,2024,Томск,академ отпуск
STU001207,Попов Сергей Михайлович,03.10.2017,выпущен,,2022,Екатеринбург,
STU001892,Козлов Виктория Алексеевна,2020-02-11,graduated,3.54,2025,Томск,
STU000555,Иванов Елена Дмитриевич,2019-05-25,выпущен,3.61,2025,СПб,
STU001514,Лебедев Сергей Дмитриевна,2019-05-02,suspended,"3,83",2025,Казань,
STU000707,Соколов Михаил Дмитриевна,2019-12-03,обучается,3.68,2024,Новосибирск,академ отпуск
STU000012,Лебедев Павел Михайловна,2017-01-23,выпущен,"3,02",2023,Казань,перевод
STU000287,Попов Иван Михайловна,26.06.2016,выпущен,4.66,2020,Томск,
STU001795,Иванов Елена Иванович,10.06.2020,enrolled,"4,09",2024,Новосибирск,
STU002005,Петров Сергей Павловна,2019-08-21,выпущен,"4,98",2024,Новосибирск,
STU000530,Козлов Татьяна Алексеевич,18.03.2016,выпущен,"3,20",2020,Казань,
STU000901,Попов Мария Ивановна,11/15/2018,suspended,4.20,2024,Екатеринбург,
STU000898,Попов Алексей Павловна,03/15/2016,выпущен,3.60,2020,Новосибирск,перевод
STU001419,Соколов Никита Павловна,07/23/2016,suspended,3.74,2022,СПб,
STU000443,Кузнецов Анна Дмитриевна,09/09/2016,graduated,4.20,2020,Новосибирск,
STU002071,Лебедев Мария Михайлович,2018-01-02,graduated,,2024,Москва,академ отпуск
STU000068,Кузнецов Павел Ивановна,19.12.2019,отчислен,4.04,2023,СПб,
STU000173,Кузнецов Алина Павловна,26.02.2018,выпущен,"3,81",2024,Москва,перевод
STU000805,Соколов Дарья Михайлович,16.03.2016,выпущен,,2020,Томск,повтор
STU001074,Петров Дмитрий Сергеевич,14.05.2016,выпущен,3.33,2021,Казань,академ отпуск
STU002390,Соколов Виктория Ивановна,12/18/2018,выпущен,3.05,2024,СПб,повтор
STU001031,Соколов Никита Алексеевич,14.06.2018,отчислен,"3,86",2022,Томск,академ отпуск
STU000960,Козлов Иван Алексеевич,23.07.2019,graduated,3.08,2023,Москва,
STU000917,Петров Виктория Алексеевна,2019-10-14,выпущен,"4,60",2024,Москва,академ отпуск
STU000601,Иванов Мария Дмитриевич,2020,отчислен,3.92,2025,Казань,
STU000779,Петров Сергей Сергеевич,2018-09-23,академ,,2022,Казань,перевод
STU000355,Соколов Анна Павлович,24.11.2017,graduated,"3,31",2023,СПб,повтор
STU000465,Лебедев Никита Михайловна,2016,выпущен,4.05,2021,СПб,академ отпуск
STU000052,Кузнецов Елена Алексеевна,2018-09-08,graduated,3.69,2023,Новосибирск,повтор
